operation_time,location,company,engine,milage,maintenance_needed
4877,rainy,ashok leyland,Ashok Leyland Dost Strong,19.71 kmpl,0
3954,all,ashok leyland,Mahindra Jeeto Plus,19.71 kmpl,1
2591,hilly,eicher motors,Maruti Suzuki Eeco Cargo,18 kmpl,0
3224,rainy,bharat benz,Ashok Leyland Dost Strong,21.2 kmpl,0
5791,hilly,tata,Ashok Leyland Dost Strong,19.71 kmpl,0
3151,desert,eicher motors,Ashok Leyland Dost Strong,21.2 kmpl,0
104,hilly,mahindra,Maruti Suzuki Super Carry,19.71 kmpl,0
5322,desert,mahindra,Ashok Leyland Dost Strong,18 kmpl,1
5415,desert,tata,Mahindra Supro Profit Truck (Mini),19.6 kmpl,0
4969,hilly,bharat benz,Ashok Leyland Dost Strong,18 kmpl,0
976,rainy,eicher motors,Maruti Suzuki Super Carry,22 kmpl,0
9283,all,ashok leyland,Ashok Leyland Dost Strong,19.71 kmpl,1
7127,all,tata,Maruti Suzuki Eeco Cargo,22 kmpl,1
4242,desert,bharat benz,Maruti Suzuki Eeco Cargo,22 kmpl,1
7066,desert,ashok leyland,Maruti Suzuki Super Carry,21.2 kmpl,0
7179,rainy,mahindra,Mahindra Supro Profit Truck (Mini),19.71 kmpl,0
8087,humid,mahindra,Mahindra Supro Profit Truck (Mini),22 kmpl,0
6899,hilly,ashok leyland,Mahindra Jeeto Plus,19.6 kmpl,0
4565,desert,tata,Maruti Suzuki Super Carry,22 kmpl,0
735,all,mahindra,Ashok Leyland Dost Strong,19.6 kmpl,0
1793,rainy,eicher motors,Maruti Suzuki Super Carry,21.2 kmpl,0
9974,hilly,ashok leyland,Mahindra Jeeto Plus,22 kmpl,1
4852,rainy,ashok leyland,Maruti Suzuki Super Carry,18 kmpl,0
8411,hilly,mahindra,Maruti Suzuki Super Carry,21.2 kmpl,0
930,hilly,tata,Mahindra Jeeto Plus,19.6 kmpl,0
5277,desert,eicher motors,Mahindra Supro Profit Truck (Mini),21.2 kmpl,1
9661,rainy,tata,Ashok Leyland Dost Strong,22 kmpl,1
9032,rainy,bharat benz,Mahindra Jeeto Plus,19.71 kmpl,1
8408,all,bharat benz,Maruti Suzuki Eeco Cargo,19.71 kmpl,1
6049,all,mahindra,Mahindra Supro Profit Truck (Mini),19.6 kmpl,0
2938,desert,mahindra,Maruti Suzuki Eeco Cargo,19.6 kmpl,0
1250,desert,mahindra,Mahindra Supro Profit Truck (Mini),19.71 kmpl,0
7660,humid,bharat benz,Ashok Leyland Dost Strong,19.6 kmpl,0
2031,all,tata,Ashok Leyland Dost Strong,21.2 kmpl,0
9304,hilly,tata,Maruti Suzuki Super Carry,18 kmpl,0
1764,rainy,mahindra,Maruti Suzuki Eeco Cargo,18 kmpl,1
1181,desert,eicher motors,Mahindra Supro Profit Truck (Mini),21.2 kmpl,1
612,rainy,tata,Ashok Leyland Dost Strong,18 kmpl,1
7905,rainy,bharat benz,Mahindra Jeeto Plus,22 kmpl,1
5337,humid,ashok leyland,Ashok Leyland Dost Strong,21.2 kmpl,0
659,all,ashok leyland,Mahindra Jeeto Plus,19.6 kmpl,0
3772,desert,ashok leyland,Mahindra Supro Profit Truck (Mini),21.2 kmpl,0
7504,rainy,eicher motors,Ashok Leyland Dost Strong,19.71 kmpl,0
3443,desert,mahindra,Ashok Leyland Dost Strong,19.6 kmpl,1
4170,hilly,bharat benz,Mahindra Supro Profit Truck (Mini),19.71 kmpl,0
9762,humid,eicher motors,Ashok Leyland Dost Strong,19.6 kmpl,1
680,hilly,bharat benz,Mahindra Jeeto Plus,18 kmpl,0
7104,desert,bharat benz,Ashok Leyland Dost Strong,21.2 kmpl,0
8230,desert,mahindra,Maruti Suzuki Eeco Cargo,22 kmpl,0
3247,all,ashok leyland,Maruti Suzuki Super Carry,19.6 kmpl,0
4349,rainy,mahindra,Mahindra Jeeto Plus,19.6 kmpl,0
1779,rainy,eicher motors,Maruti Suzuki Eeco Cargo,19.71 kmpl,0
3606,hilly,eicher motors,Mahindra Supro Profit Truck (Mini),18 kmpl,1
7353,humid,eicher motors,Mahindra Jeeto Plus,19.71 kmpl,0
2844,rainy,mahindra,Maruti Suzuki Super Carry,19.71 kmpl,0
9535,all,bharat benz,Maruti Suzuki Super Carry,18 kmpl,0
5288,hilly,bharat benz,Mahindra Supro Profit Truck (Mini),22 kmpl,0
2241,hilly,tata,Mahindra Supro Profit Truck (Mini),19.71 kmpl,1
6717,all,eicher motors,Mahindra Jeeto Plus,19.71 kmpl,0
2579,humid,bharat benz,Ashok Leyland Dost Strong,19.6 kmpl,1
6584,all,tata,Mahindra Supro Profit Truck (Mini),18 kmpl,0
9927,humid,bharat benz,Ashok Leyland Dost Strong,21.2 kmpl,1
7521,all,eicher motors,Maruti Suzuki Eeco Cargo,22 kmpl,0
4552,all,ashok leyland,Maruti Suzuki Super Carry,22 kmpl,0
5981,desert,eicher motors,Ashok Leyland Dost Strong,18 kmpl,0
6765,hilly,mahindra,Maruti Suzuki Super Carry,19.6 kmpl,0
2949,all,bharat benz,Ashok Leyland Dost Strong,19.6 kmpl,0
7490,all,bharat benz,Maruti Suzuki Eeco Cargo,18 kmpl,0
7005,rainy,mahindra,Mahindra Supro Profit Truck (Mini),19.6 kmpl,0
2589,hilly,mahindra,Maruti Suzuki Eeco Cargo,22 kmpl,0
9923,rainy,ashok leyland,Mahindra Supro Profit Truck (Mini),22 kmpl,0
9307,hilly,bharat benz,Mahindra Supro Profit Truck (Mini),21.2 kmpl,1
9640,rainy,bharat benz,Maruti Suzuki Super Carry,18 kmpl,0
4711,all,ashok leyland,Maruti Suzuki Eeco Cargo,19.71 kmpl,0
2939,all,tata,Ashok Leyland Dost Strong,19.71 kmpl,0
8627,desert,ashok leyland,Maruti Suzuki Eeco Cargo,21.2 kmpl,1
5978,rainy,eicher motors,Maruti Suzuki Super Carry,21.2 kmpl,0
9187,humid,bharat benz,Mahindra Supro Profit Truck (Mini),19.6 kmpl,0
6403,desert,mahindra,Maruti Suzuki Super Carry,21.2 kmpl,1
951,rainy,eicher motors,Mahindra Jeeto Plus,21.2 kmpl,1
1787,rainy,bharat benz,Mahindra Jeeto Plus,19.71 kmpl,0
6933,desert,ashok leyland,Ashok Leyland Dost Strong,19.6 kmpl,0
2527,all,eicher motors,Maruti Suzuki Super Carry,21.2 kmpl,1
9860,rainy,bharat benz,Ashok Leyland Dost Strong,21.2 kmpl,0
4100,all,tata,Ashok Leyland Dost Strong,19.6 kmpl,0
5152,desert,tata,Mahindra Jeeto Plus,18 kmpl,0
2838,all,mahindra,Ashok Leyland Dost Strong,19.6 kmpl,1
5832,hilly,bharat benz,Mahindra Jeeto Plus,19.71 kmpl,0
5487,humid,tata,Mahindra Supro Profit Truck (Mini),18 kmpl,1
8102,rainy,ashok leyland,Maruti Suzuki Super Carry,22 kmpl,0
5636,humid,bharat benz,Ashok Leyland Dost Strong,19.6 kmpl,0
4013,all,ashok leyland,Mahindra Jeeto Plus,19.71 kmpl,0
1166,rainy,ashok leyland,Maruti Suzuki Eeco Cargo,18 kmpl,0
7823,all,tata,Ashok Leyland Dost Strong,19.6 kmpl,1
4480,hilly,bharat benz,Mahindra Supro Profit Truck (Mini),21.2 kmpl,1
4207,desert,eicher motors,Mahindra Supro Profit Truck (Mini),19.6 kmpl,0
5826,rainy,tata,Maruti Suzuki Eeco Cargo,22 kmpl,0
3473,hilly,tata,Mahindra Jeeto Plus,19.6 kmpl,0
9045,hilly,bharat benz,Ashok Leyland Dost Strong,18 kmpl,0
2182,rainy,bharat benz,Mahindra Jeeto Plus,18 kmpl,0
9067,all,ashok leyland,Mahindra Supro Profit Truck (Mini),19.6 kmpl,0
6848,hilly,bharat benz,Mahindra Jeeto Plus,18 kmpl,0
9917,humid,ashok leyland,Mahindra Supro Profit Truck (Mini),21.2 kmpl,1
517,hilly,tata,Mahindra Jeeto Plus,19.6 kmpl,1
8406,all,mahindra,Maruti Suzuki Eeco Cargo,21.2 kmpl,0
8908,all,eicher motors,Maruti Suzuki Super Carry,21.2 kmpl,1
4074,humid,tata,Maruti Suzuki Eeco Cargo,19.71 kmpl,0
3367,hilly,bharat benz,Maruti Suzuki Eeco Cargo,19.6 kmpl,0
925,all,eicher motors,Maruti Suzuki Super Carry,18 kmpl,0
7768,rainy,mahindra,Maruti Suzuki Super Carry,21.2 kmpl,0
5845,desert,mahindra,Ashok Leyland Dost Strong,19.71 kmpl,0
9808,desert,ashok leyland,Ashok Leyland Dost Strong,19.6 kmpl,0
512,desert,eicher motors,Maruti Suzuki Eeco Cargo,19.6 kmpl,1
7643,hilly,ashok leyland,Maruti Suzuki Eeco Cargo,22 kmpl,1
7687,humid,tata,Mahindra Supro Profit Truck (Mini),22 kmpl,0
828,all,eicher motors,Mahindra Supro Profit Truck (Mini),21.2 kmpl,1
7264,rainy,tata,Ashok Leyland Dost Strong,22 kmpl,0
8967,rainy,ashok leyland,Ashok Leyland Dost Strong,21.2 kmpl,0
6088,hilly,eicher motors,Mahindra Supro Profit Truck (Mini),18 kmpl,0
2604,desert,ashok leyland,Mahindra Supro Profit Truck (Mini),21.2 kmpl,0
3067,hilly,eicher motors,Mahindra Jeeto Plus,22 kmpl,0
2886,humid,ashok leyland,Mahindra Jeeto Plus,18 kmpl,0
1222,humid,mahindra,Mahindra Supro Profit Truck (Mini),22 kmpl,0
4179,all,ashok leyland,Mahindra Jeeto Plus,21.2 kmpl,1
1671,all,mahindra,Maruti Suzuki Super Carry,19.71 kmpl,0
5173,humid,ashok leyland,Ashok Leyland Dost Strong,19.6 kmpl,0
5204,humid,eicher motors,Ashok Leyland Dost Strong,22 kmpl,0
2243,humid,eicher motors,Mahindra Supro Profit Truck (Mini),21.2 kmpl,0
9979,hilly,eicher motors,Maruti Suzuki Eeco Cargo,18 kmpl,0
6906,humid,bharat benz,Mahindra Supro Profit Truck (Mini),22 kmpl,1
7457,rainy,tata,Mahindra Jeeto Plus,22 kmpl,0
3540,desert,eicher motors,Maruti Suzuki Eeco Cargo,19.6 kmpl,0
3866,humid,mahindra,Mahindra Jeeto Plus,21.2 kmpl,0
5744,desert,eicher motors,Maruti Suzuki Super Carry,19.71 kmpl,0
3014,hilly,bharat benz,Mahindra Jeeto Plus,18 kmpl,0
5068,desert,mahindra,Maruti Suzuki Super Carry,21.2 kmpl,0
6017,hilly,bharat benz,Maruti Suzuki Super Carry,18 kmpl,1
8887,rainy,mahindra,Mahindra Jeeto Plus,22 kmpl,0
828,hilly,ashok leyland,Mahindra Jeeto Plus,19.6 kmpl,0
1465,hilly,tata,Maruti Suzuki Super Carry,19.6 kmpl,0
4592,all,tata,Maruti Suzuki Eeco Cargo,19.71 kmpl,0
798,humid,bharat benz,Maruti Suzuki Super Carry,19.6 kmpl,0
7286,humid,tata,Ashok Leyland Dost Strong,22 kmpl,1
495,rainy,bharat benz,Maruti Suzuki Super Carry,19.71 kmpl,0
7500,rainy,bharat benz,Maruti Suzuki Eeco Cargo,21.2 kmpl,0
8182,humid,bharat benz,Ashok Leyland Dost Strong,19.6 kmpl,0
4271,all,tata,Mahindra Supro Profit Truck (Mini),19.71 kmpl,0
4460,humid,bharat benz,Mahindra Supro Profit Truck (Mini),22 kmpl,0
2602,all,tata,Maruti Suzuki Eeco Cargo,18 kmpl,0
817,rainy,bharat benz,Maruti Suzuki Super Carry,18 kmpl,0
2882,desert,eicher motors,Mahindra Jeeto Plus,22 kmpl,0
5046,rainy,bharat benz,Maruti Suzuki Eeco Cargo,22 kmpl,1
5586,rainy,mahindra,Ashok Leyland Dost Strong,18 kmpl,0
8435,hilly,bharat benz,Ashok Leyland Dost Strong,19.71 kmpl,0
5080,hilly,ashok leyland,Mahindra Supro Profit Truck (Mini),18 kmpl,0
7366,hilly,bharat benz,Ashok Leyland Dost Strong,22 kmpl,0
4591,hilly,mahindra,Maruti Suzuki Eeco Cargo,19.6 kmpl,0
7292,all,mahindra,Ashok Leyland Dost Strong,21.2 kmpl,0
5688,humid,tata,Maruti Suzuki Eeco Cargo,19.6 kmpl,0
7751,desert,eicher motors,Mahindra Jeeto Plus,19.6 kmpl,0
3736,rainy,bharat benz,Mahindra Supro Profit Truck (Mini),22 kmpl,0
1267,all,tata,Ashok Leyland Dost Strong,18 kmpl,0
1162,desert,eicher motors,Maruti Suzuki Eeco Cargo,19.71 kmpl,1
2256,all,bharat benz,Maruti Suzuki Super Carry,19.6 kmpl,0
7960,all,ashok leyland,Mahindra Supro Profit Truck (Mini),18 kmpl,0
5261,rainy,bharat benz,Mahindra Jeeto Plus,19.71 kmpl,0
5405,humid,mahindra,Maruti Suzuki Eeco Cargo,19.6 kmpl,0
6641,hilly,mahindra,Mahindra Jeeto Plus,19.71 kmpl,0
4829,humid,ashok leyland,Mahindra Jeeto Plus,18 kmpl,0
9448,rainy,tata,Ashok Leyland Dost Strong,21.2 kmpl,1
7430,rainy,eicher motors,Ashok Leyland Dost Strong,18 kmpl,0
5434,rainy,bharat benz,Maruti Suzuki Eeco Cargo,22 kmpl,0
9024,desert,mahindra,Maruti Suzuki Super Carry,19.71 kmpl,0
4430,humid,tata,Maruti Suzuki Eeco Cargo,21.2 kmpl,0
8110,humid,ashok leyland,Maruti Suzuki Super Carry,19.71 kmpl,0
6901,all,mahindra,Mahindra Jeeto Plus,19.71 kmpl,1
4946,all,ashok leyland,Mahindra Supro Profit Truck (Mini),19.6 kmpl,0
6831,all,bharat benz,Maruti Suzuki Eeco Cargo,22 kmpl,1
7341,rainy,eicher motors,Maruti Suzuki Eeco Cargo,19.71 kmpl,1
1053,humid,mahindra,Maruti Suzuki Super Carry,18 kmpl,1
2639,rainy,mahindra,Mahindra Jeeto Plus,18 kmpl,0
7156,desert,bharat benz,Mahindra Jeeto Plus,19.6 kmpl,0
1642,all,tata,Maruti Suzuki Super Carry,22 kmpl,0
5393,rainy,eicher motors,Mahindra Jeeto Plus,22 kmpl,0
1291,rainy,mahindra,Ashok Leyland Dost Strong,18 kmpl,0
6413,desert,eicher motors,Mahindra Supro Profit Truck (Mini),21.2 kmpl,1
7038,hilly,mahindra,Maruti Suzuki Eeco Cargo,19.6 kmpl,0
2781,humid,eicher motors,Mahindra Supro Profit Truck (Mini),19.6 kmpl,0
9509,hilly,ashok leyland,Maruti Suzuki Eeco Cargo,18 kmpl,0
1640,all,mahindra,Ashok Leyland Dost Strong,18 kmpl,0
6272,rainy,eicher motors,Mahindra Jeeto Plus,21.2 kmpl,0
5641,desert,tata,Maruti Suzuki Super Carry,21.2 kmpl,1
9680,desert,ashok leyland,Ashok Leyland Dost Strong,22 kmpl,0
1465,humid,ashok leyland,Mahindra Supro Profit Truck (Mini),19.6 kmpl,1
8791,hilly,tata,Maruti Suzuki Super Carry,19.6 kmpl,1
9972,humid,eicher motors,Mahindra Jeeto Plus,18 kmpl,1
8802,rainy,bharat benz,Ashok Leyland Dost Strong,22 kmpl,0
7594,humid,tata,Maruti Suzuki Super Carry,19.6 kmpl,1
4412,desert,eicher motors,Ashok Leyland Dost Strong,22 kmpl,0
1424,desert,tata,Ashok Leyland Dost Strong,22 kmpl,0
9447,all,tata,Mahindra Jeeto Plus,18 kmpl,0
3241,all,mahindra,Maruti Suzuki Eeco Cargo,22 kmpl,0
7519,rainy,eicher motors,Maruti Suzuki Super Carry,21.2 kmpl,0
3586,hilly,bharat benz,Mahindra Jeeto Plus,21.2 kmpl,0
1910,humid,mahindra,Ashok Leyland Dost Strong,19.71 kmpl,0
6688,rainy,tata,Mahindra Jeeto Plus,18 kmpl,1
3023,all,tata,Maruti Suzuki Eeco Cargo,19.71 kmpl,0
5401,humid,tata,Maruti Suzuki Super Carry,21.2 kmpl,0
4286,all,eicher motors,Maruti Suzuki Eeco Cargo,19.71 kmpl,0
9005,humid,eicher motors,Mahindra Supro Profit Truck (Mini),18 kmpl,0
6077,hilly,mahindra,Maruti Suzuki Super Carry,18 kmpl,1
4368,rainy,bharat benz,Maruti Suzuki Eeco Cargo,22 kmpl,0
4848,humid,mahindra,Ashok Leyland Dost Strong,19.6 kmpl,0
4949,desert,ashok leyland,Maruti Suzuki Super Carry,22 kmpl,0
9535,desert,tata,Maruti Suzuki Super Carry,18 kmpl,1
3809,humid,tata,Mahindra Jeeto Plus,21.2 kmpl,0
9373,humid,tata,Ashok Leyland Dost Strong,21.2 kmpl,1
6719,humid,mahindra,Mahindra Supro Profit Truck (Mini),22 kmpl,0
8747,desert,mahindra,Maruti Suzuki Eeco Cargo,18 kmpl,0
9186,desert,tata,Mahindra Jeeto Plus,21.2 kmpl,0
9676,humid,mahindra,Maruti Suzuki Eeco Cargo,18 kmpl,1
3172,all,eicher motors,Mahindra Supro Profit Truck (Mini),21.2 kmpl,0
6630,all,eicher motors,Mahindra Supro Profit Truck (Mini),18 kmpl,0
604,hilly,mahindra,Maruti Suzuki Super Carry,19.71 kmpl,0
1314,rainy,tata,Mahindra Supro Profit Truck (Mini),18 kmpl,0
1631,all,mahindra,Maruti Suzuki Eeco Cargo,18 kmpl,0
7676,desert,mahindra,Ashok Leyland Dost Strong,22 kmpl,1
923,all,mahindra,Ashok Leyland Dost Strong,19.71 kmpl,0
1028,hilly,ashok leyland,Maruti Suzuki Super Carry,19.6 kmpl,0
5129,hilly,eicher motors,Maruti Suzuki Eeco Cargo,22 kmpl,1
233,rainy,bharat benz,Maruti Suzuki Eeco Cargo,19.6 kmpl,0
2205,all,bharat benz,Mahindra Supro Profit Truck (Mini),21.2 kmpl,0
3727,desert,ashok leyland,Maruti Suzuki Eeco Cargo,19.6 kmpl,0
6416,desert,mahindra,Mahindra Jeeto Plus,18 kmpl,0
1952,humid,ashok leyland,Mahindra Supro Profit Truck (Mini),19.6 kmpl,0
5010,desert,ashok leyland,Mahindra Jeeto Plus,22 kmpl,0
4275,rainy,tata,Maruti Suzuki Super Carry,22 kmpl,0
5448,rainy,eicher motors,Ashok Leyland Dost Strong,19.6 kmpl,0
9542,desert,bharat benz,Maruti Suzuki Super Carry,22 kmpl,1
6290,desert,mahindra,Ashok Leyland Dost Strong,22 kmpl,1
1356,humid,bharat benz,Maruti Suzuki Super Carry,19.6 kmpl,1
3476,desert,bharat benz,Maruti Suzuki Eeco Cargo,19.71 kmpl,1
5745,humid,eicher motors,Mahindra Jeeto Plus,19.71 kmpl,0
3586,humid,bharat benz,Ashok Leyland Dost Strong,21.2 kmpl,1
3684,desert,bharat benz,Mahindra Supro Profit Truck (Mini),22 kmpl,0
9688,hilly,ashok leyland,Mahindra Jeeto Plus,19.6 kmpl,0
8153,hilly,eicher motors,Mahindra Supro Profit Truck (Mini),22 kmpl,0
3430,humid,tata,Mahindra Jeeto Plus,18 kmpl,0
2803,desert,mahindra,Mahindra Jeeto Plus,22 kmpl,1
8762,hilly,bharat benz,Maruti Suzuki Super Carry,22 kmpl,1
8220,desert,mahindra,Ashok Leyland Dost Strong,19.71 kmpl,0
7214,desert,tata,Ashok Leyland Dost Strong,19.6 kmpl,1
1453,desert,mahindra,Mahindra Jeeto Plus,22 kmpl,0
5163,all,tata,Maruti Suzuki Eeco Cargo,19.71 kmpl,0
8649,desert,ashok leyland,Maruti Suzuki Eeco Cargo,21.2 kmpl,0
7675,all,bharat benz,Mahindra Supro Profit Truck (Mini),19.71 kmpl,0
767,humid,tata,Mahindra Supro Profit Truck (Mini),19.71 kmpl,1
4568,hilly,mahindra,Maruti Suzuki Super Carry,19.71 kmpl,1
9437,hilly,bharat benz,Mahindra Jeeto Plus,22 kmpl,1
6919,hilly,ashok leyland,Mahindra Supro Profit Truck (Mini),22 kmpl,0
3819,hilly,bharat benz,Mahindra Supro Profit Truck (Mini),21.2 kmpl,1
2845,hilly,tata,Mahindra Jeeto Plus,18 kmpl,0
7583,hilly,ashok leyland,Maruti Suzuki Super Carry,18 kmpl,1
639,hilly,mahindra,Mahindra Supro Profit Truck (Mini),18 kmpl,0
5064,humid,ashok leyland,Maruti Suzuki Super Carry,21.2 kmpl,0
4935,desert,ashok leyland,Ashok Leyland Dost Strong,18 kmpl,0
3875,rainy,eicher motors,Maruti Suzuki Super Carry,18 kmpl,0
6142,all,ashok leyland,Maruti Suzuki Eeco Cargo,19.71 kmpl,0
7202,rainy,ashok leyland,Maruti Suzuki Eeco Cargo,22 kmpl,0
7412,rainy,bharat benz,Maruti Suzuki Super Carry,22 kmpl,0
5420,desert,mahindra,Maruti Suzuki Eeco Cargo,19.71 kmpl,0
6232,desert,bharat benz,Ashok Leyland Dost Strong,19.71 kmpl,0
7991,desert,bharat benz,Mahindra Jeeto Plus,19.71 kmpl,0
2879,hilly,tata,Maruti Suzuki Eeco Cargo,22 kmpl,0
1024,humid,bharat benz,Maruti Suzuki Eeco Cargo,18 kmpl,0
1681,hilly,eicher motors,Maruti Suzuki Super Carry,19.71 kmpl,0
7814,humid,eicher motors,Ashok Leyland Dost Strong,21.2 kmpl,1
3424,humid,tata,Mahindra Jeeto Plus,19.71 kmpl,1
5813,rainy,mahindra,Maruti Suzuki Super Carry,19.6 kmpl,0
7126,rainy,mahindra,Maruti Suzuki Super Carry,19.71 kmpl,1
355,humid,bharat benz,Ashok Leyland Dost Strong,22 kmpl,1
4904,humid,bharat benz,Mahindra Jeeto Plus,19.71 kmpl,1
1938,hilly,bharat benz,Ashok Leyland Dost Strong,19.6 kmpl,0
109,hilly,mahindra,Mahindra Jeeto Plus,21.2 kmpl,0
2971,rainy,ashok leyland,Ashok Leyland Dost Strong,18 kmpl,0
9089,desert,eicher motors,Maruti Suzuki Super Carry,19.71 kmpl,0
7509,humid,ashok leyland,Maruti Suzuki Super Carry,19.6 kmpl,0
7518,hilly,ashok leyland,Mahindra Supro Profit Truck (Mini),19.6 kmpl,0
5224,rainy,mahindra,Maruti Suzuki Eeco Cargo,21.2 kmpl,1
1115,hilly,ashok leyland,Ashok Leyland Dost Strong,22 kmpl,1
2293,humid,tata,Mahindra Supro Profit Truck (Mini),19.71 kmpl,0
8515,humid,bharat benz,Maruti Suzuki Eeco Cargo,19.6 kmpl,0
7549,all,tata,Ashok Leyland Dost Strong,21.2 kmpl,0
4258,desert,eicher motors,Mahindra Jeeto Plus,18 kmpl,1
4025,all,bharat benz,Maruti Suzuki Eeco Cargo,19.6 kmpl,0
7070,rainy,ashok leyland,Maruti Suzuki Super Carry,21.2 kmpl,0
7038,hilly,eicher motors,Mahindra Supro Profit Truck (Mini),22 kmpl,0
4884,rainy,bharat benz,Maruti Suzuki Eeco Cargo,22 kmpl,0
4100,humid,ashok leyland,Maruti Suzuki Eeco Cargo,19.6 kmpl,0
1733,all,tata,Maruti Suzuki Super Carry,19.6 kmpl,0
7366,all,bharat benz,Ashok Leyland Dost Strong,19.71 kmpl,1
8802,all,ashok leyland,Mahindra Jeeto Plus,21.2 kmpl,1
484,rainy,tata,Maruti Suzuki Super Carry,19.6 kmpl,1
504,humid,eicher motors,Mahindra Jeeto Plus,19.71 kmpl,1
8275,hilly,eicher motors,Ashok Leyland Dost Strong,19.71 kmpl,0
2100,hilly,eicher motors,Maruti Suzuki Eeco Cargo,19.6 kmpl,0
9960,rainy,eicher motors,Mahindra Jeeto Plus,22 kmpl,1
6089,all,mahindra,Mahindra Supro Profit Truck (Mini),21.2 kmpl,1
1560,desert,bharat benz,Mahindra Supro Profit Truck (Mini),21.2 kmpl,0
7290,rainy,bharat benz,Maruti Suzuki Super Carry,22 kmpl,0
7240,rainy,mahindra,Ashok Leyland Dost Strong,19.6 kmpl,0
3736,humid,ashok leyland,Maruti Suzuki Super Carry,21.2 kmpl,0
4909,hilly,ashok leyland,Maruti Suzuki Super Carry,19.6 kmpl,0
4278,rainy,eicher motors,Maruti Suzuki Super Carry,19.6 kmpl,0
7345,rainy,tata,Mahindra Supro Profit Truck (Mini),19.71 kmpl,0
6700,all,ashok leyland,Mahindra Supro Profit Truck (Mini),22 kmpl,0
6097,all,tata,Maruti Suzuki Super Carry,19.6 kmpl,1
2148,desert,bharat benz,Mahindra Supro Profit Truck (Mini),18 kmpl,0
4880,humid,tata,Ashok Leyland Dost Strong,22 kmpl,0
816,desert,bharat benz,Maruti Suzuki Super Carry,21.2 kmpl,0
8039,all,mahindra,Mahindra Supro Profit Truck (Mini),19.71 kmpl,1
5665,hilly,mahindra,Mahindra Jeeto Plus,21.2 kmpl,0
4644,all,eicher motors,Maruti Suzuki Super Carry,21.2 kmpl,1
5076,humid,ashok leyland,Maruti Suzuki Super Carry,22 kmpl,0
3519,all,eicher motors,Ashok Leyland Dost Strong,21.2 kmpl,1
7339,humid,bharat benz,Maruti Suzuki Eeco Cargo,19.6 kmpl,1
9866,humid,eicher motors,Maruti Suzuki Eeco Cargo,21.2 kmpl,0
349,humid,tata,Ashok Leyland Dost Strong,19.71 kmpl,0
8965,humid,bharat benz,Ashok Leyland Dost Strong,19.71 kmpl,0
870,humid,mahindra,Ashok Leyland Dost Strong,18 kmpl,0
4463,hilly,ashok leyland,Maruti Suzuki Eeco Cargo,19.71 kmpl,0
1177,desert,bharat benz,Ashok Leyland Dost Strong,21.2 kmpl,0
8527,rainy,bharat benz,Mahindra Supro Profit Truck (Mini),19.71 kmpl,0
8680,desert,tata,Maruti Suzuki Super Carry,22 kmpl,0
8001,humid,ashok leyland,Maruti Suzuki Super Carry,19.71 kmpl,0
4958,hilly,mahindra,Mahindra Jeeto Plus,19.6 kmpl,0
6644,all,bharat benz,Mahindra Jeeto Plus,22 kmpl,0
4819,hilly,bharat benz,Maruti Suzuki Super Carry,18 kmpl,0
2914,humid,tata,Mahindra Supro Profit Truck (Mini),19.6 kmpl,0
3474,hilly,eicher motors,Maruti Suzuki Eeco Cargo,21.2 kmpl,0
1352,hilly,mahindra,Maruti Suzuki Eeco Cargo,21.2 kmpl,1
7096,humid,ashok leyland,Mahindra Supro Profit Truck (Mini),21.2 kmpl,0
4773,hilly,bharat benz,Maruti Suzuki Eeco Cargo,19.6 kmpl,0
4630,rainy,bharat benz,Ashok Leyland Dost Strong,19.6 kmpl,0
6981,rainy,mahindra,Maruti Suzuki Super Carry,19.6 kmpl,1
7049,hilly,eicher motors,Maruti Suzuki Super Carry,22 kmpl,1
9621,all,bharat benz,Mahindra Supro Profit Truck (Mini),22 kmpl,1
6341,humid,mahindra,Maruti Suzuki Eeco Cargo,21.2 kmpl,0
8117,rainy,tata,Mahindra Jeeto Plus,19.71 kmpl,0
7041,all,eicher motors,Mahindra Jeeto Plus,21.2 kmpl,0
9650,hilly,ashok leyland,Maruti Suzuki Eeco Cargo,18 kmpl,0
7102,all,bharat benz,Mahindra Jeeto Plus,22 kmpl,1
1431,desert,mahindra,Mahindra Supro Profit Truck (Mini),19.6 kmpl,0
4361,rainy,tata,Mahindra Supro Profit Truck (Mini),22 kmpl,1
7748,hilly,ashok leyland,Maruti Suzuki Eeco Cargo,19.6 kmpl,0
9650,humid,mahindra,Mahindra Jeeto Plus,18 kmpl,1
5215,hilly,mahindra,Mahindra Supro Profit Truck (Mini),18 kmpl,0
4737,humid,ashok leyland,Mahindra Supro Profit Truck (Mini),22 kmpl,0
4954,hilly,tata,Ashok Leyland Dost Strong,19.6 kmpl,0
3277,all,tata,Ashok Leyland Dost Strong,18 kmpl,0
7830,all,eicher motors,Mahindra Supro Profit Truck (Mini),21.2 kmpl,0
2280,all,bharat benz,Maruti Suzuki Eeco Cargo,21.2 kmpl,1
4992,desert,ashok leyland,Maruti Suzuki Super Carry,19.6 kmpl,0
7143,humid,ashok leyland,Maruti Suzuki Super Carry,22 kmpl,0
237,all,ashok leyland,Mahindra Supro Profit Truck (Mini),18 kmpl,0
6427,desert,tata,Mahindra Supro Profit Truck (Mini),22 kmpl,0
3572,humid,bharat benz,Mahindra Supro Profit Truck (Mini),21.2 kmpl,1
5549,hilly,eicher motors,Maruti Suzuki Eeco Cargo,18 kmpl,1
